A1BG	0
A1BG-AS1	2
A1CF	0
A2M	5
A2M-AS1	142
A2ML1	0
A2ML1-AS1	30
A2ML1-AS2	0
A2MP1	1
A3GALT2	88
A4GALT	0
A4GNT	0
AA06	0
AAAS	6
AACS	18
AACSP1	2
AADAC	0
AADACL2	0
AADACL2-AS1	0
AADACL3	0
AADACL4	0
AADACP1	0
AADAT	8
AAED1	20
AAGAB	45
AAK1	5
AAMDC	3
AAMP	16
AANAT	0
AAR2	58
AARD	0
AARS	6
AARS2	133
AARSD1	5
AASDH	20
AASDHPPT	40
AASS	48
AATBC	0
AATF	3
AATK	1
AATK-AS1	2
AB015752.3	46
AB019440.50	1
ABAT	3
ABBA01000934.1	2
ABC11-4932300O16.1	2
ABC12-47043100G14.2	0
ABC12-47964100C23.1	0
ABC13-47488600E17.1	0
ABC13-47656900H15.1	2
ABC14-1188822O7.1	0
ABC7-42389800N19.1	765
ABC7-42404400C24.1	0
ABC7-42418200C9.1	1
ABC7-43046700E7.1	10
ABC7-481722F1.2	1
ABCA1	12
ABCA10	6
ABCA11P	0
ABCA12	1
ABCA13	0
ABCA17P	0
ABCA2	3
ABCA3	6
ABCA4	0
ABCA5	38
ABCA6	4
ABCA7	2
ABCA8	8
ABCA9	3
ABCA9-AS1	0
ABCB1	8
ABCB10	16
ABCB11	1
ABCB4	58
ABCB5	0
ABCB6	2
ABCB7	8
ABCB8	11
ABCB9	12
ABCC1	10
ABCC10	8
ABCC11	1
ABCC12	0
ABCC13	0
ABCC2	1
ABCC3	0
ABCC4	1
ABCC5	16
ABCC5-AS1	4
ABCC6	4
ABCC6P1	1
ABCC6P2	2
ABCC8	0
ABCC9	1
ABCD1	69
ABCD1P2	0
ABCD1P3	0
ABCD1P4	0
ABCD1P5	0
ABCD2	624
ABCD3	32
ABCD4	10
ABCE1	13
ABCF1	53
ABCF2	23
ABCF2P2	0
ABCF3	13
ABCG1	8
ABCG2	1
ABCG4	2
ABCG5	0
ABCG8	0
ABHD1	3
ABHD10	31
ABHD11	26
ABHD11-AS1	0
ABHD12	5
ABHD12B	0
ABHD13	539
ABHD14A	8
ABHD14A-ACY1	8
ABHD14B	6
ABHD15	25
ABHD15-AS1	78
ABHD16A	7
ABHD17A	77
ABHD17AP1	13
ABHD17AP3	0
ABHD17AP4	0
ABHD17AP5	0
ABHD17AP6	0
ABHD17AP7	0
ABHD17AP8	0
ABHD17AP9	0
ABHD17B	58
ABHD17C	5
ABHD18	24
ABHD2	13
ABHD3	3
ABHD4	22
ABHD5	20
ABHD6	3
ABHD8	12
ABI1	19
ABI1P1	0
ABI2	3
ABI3	0
ABI3BP	0
ABL1	63
ABL2	17
ABLIM1	5
ABLIM2	21
ABLIM3	8
ABO	8
ABR	4
ABRA	0
ABRACL	5
ABT1	160
ABTB1	4
ABTB2	6
AC000032.2	0
AC000035.3	2
AC000036.4	0
AC000041.8	0
AC000067.1	0
AC000068.5	78
AC000077.2	0
AC000095.12	0
AC000099.1	0
AC000111.3	0
AC000111.6	0
AC000120.7	0
AC000123.4	0
AC000124.1	0
AC000362.1	0
AC000370.2	2
AC002056.5	0
AC002064.4	0
AC002064.5	18
AC002066.1	0
AC002076.10	0
AC002115.9	0
AC002116.7	202
AC002116.8	37
AC002117.1	20
AC002127.4	0
AC002128.5	0
AC002306.1	0
AC002310.10	0
AC002310.11	178
AC002310.12	19
AC002310.13	206
AC002310.7	8
AC002366.3	0
AC002368.4	2
AC002383.2	1
AC002386.1	0
AC002398.11	0
AC002398.12	5
AC002398.13	0
AC002398.9	59
AC002401.1	4
AC002407.3	0
AC002429.5	0
AC002451.3	2
AC002454.1	0
AC002456.2	0
AC002463.3	2
AC002465.2	0
AC002467.7	7
AC002472.11	2
AC002472.16	2
AC002472.8	2
AC002480.2	1
AC002480.3	1
AC002480.4	0
AC002480.5	0
AC002486.2	0
AC002511.2	0
AC002511.3	0
AC002519.6	0
AC002523.1	0
AC002539.1	0
AC002543.2	0
AC002550.5	15
AC002551.1	0
AC002985.3	1
AC003002.4	18
AC003002.6	0
AC003005.2	2
AC003005.4	1
AC003006.7	5
AC003009.1	0
AC003045.1	0
AC003075.4	0
AC003084.2	2
AC003088.1	16
AC003090.1	0
AC003092.1	0
AC003092.2	1
AC003101.1	3
AC003104.1	12
AC003682.16	9
AC003956.1	1
AC003958.2	35
AC003958.6	0
AC003973.4	0
AC003973.5	0
AC003984.1	0
AC003985.1	0
AC003986.5	0
AC003986.6	0
AC003986.7	32
AC003988.1	6
AC003991.3	1
AC004009.3	46
AC004012.1	12
AC004014.3	5
AC004019.13	9
AC004051.2	7
AC004054.1	0
AC004057.1	0
AC004063.1	0
AC004066.3	0
AC004069.2	2
AC004070.1	0
AC004076.7	525
AC004076.9	3
AC004112.4	0
AC004129.7	0
AC004156.3	15
AC004158.3	0
AC004160.4	0
AC004221.2	0
AC004231.2	5
AC004237.1	1
AC004257.1	0
AC004381.6	3
AC004381.7	25
AC004381.8	0
AC004448.5	0
AC004461.4	0
AC004471.10	6
AC004471.9	9
AC004485.3	1
AC004490.1	0
AC004535.2	0
AC004538.3	0
AC004540.4	0
AC004540.5	1
AC004543.2	1
AC004549.6	14
AC004556.1	63
AC004593.3	2
AC004623.2	0
AC004637.1	0
AC004691.5	0
AC004692.4	0
AC004702.2	160
AC004744.3	1
AC004754.3	0
AC004837.4	0
AC004837.5	0
AC004840.8	0
AC004854.5	13
AC004862.6	0
AC004866.3	0
AC004869.2	0
AC004869.3	0
AC004870.3	0
AC004870.4	0
AC004878.2	0
AC004878.8	0
AC004893.11	19
AC004895.4	0
AC004899.3	0
AC004901.1	0
AC004906.3	0
AC004920.3	0
AC004941.3	0
AC004947.2	0
AC004951.5	0
AC004951.6	317
AC004967.7	78
AC004980.7	29
AC004980.8	0
AC004980.9	48
AC004985.12	0
AC004988.1	0
AC005008.2	0
AC005009.1	1
AC005009.2	2
AC005013.5	0
AC005019.2	0
AC005019.3	1
AC005033.6	0
AC005037.3	1
AC005041.11	0
AC005042.5	1
AC005062.2	0
AC005076.5	2
AC005077.5	0
AC005077.7	30
AC005083.1	0
AC005086.1	0
AC005086.2	0
AC005086.3	0
AC005094.2	0
AC005104.3	0
AC005150.1	0
AC005154.6	4
AC005160.3	3
AC005162.4	0
AC005162.5	0
AC005176.2	0
AC005197.2	9
AC005220.3	2
AC005224.2	54
AC005237.4	4
AC005253.2	0
AC005253.4	2
AC005256.1	0
AC005262.2	2
AC005262.3	0
AC005262.4	1
AC005264.2	0
AC005276.1	4
AC005281.1	1
AC005281.2	0
AC005301.9	13
AC005304.1	0
AC005306.3	0
AC005307.1	23
AC005307.3	9
AC005307.4	0
AC005307.5	503
AC005324.6	0
AC005324.7	0
AC005324.8	3
AC005329.7	0
AC005330.2	0
AC005339.2	9
AC005355.1	31
AC005358.3	0
AC005387.2	0
AC005387.3	0
AC005391.2	0
AC005392.13	13
AC005394.1	52
AC005481.5	0
AC005487.2	2
AC005488.11	0
AC005498.3	1
AC005518.2	0
AC005519.4	0
AC005522.7	0
AC005523.2	0
AC005523.3	4
AC005532.5	0
AC005534.8	98
AC005537.2	0
AC005538.5	0
AC005540.3	1
AC005546.2	0
AC005550.3	0
AC005550.5	0
AC005562.1	7
AC005592.2	0
AC005597.1	1
AC005606.14	1
AC005606.15	0
AC005609.16	4
AC005609.17	1
AC005614.5	291
AC005616.1	5
AC005616.2	1
AC005625.1	0
AC005626.3	0
AC005682.5	19
AC005682.6	2
AC005703.2	0
AC005703.3	0
AC005740.5	0
AC005752.10	0
AC005754.7	0
AC005757.6	0
AC005758.1	0
AC005772.2	0
AC005775.2	15
AC005779.2	0
AC005780.1	0
AC005785.2	5
AC005786.5	2
AC005786.7	202
AC005789.9	5
AC005808.3	7
AC005863.1	0
AC005932.1	0
AC005943.2	383
AC005944.2	8
AC005954.3	0
AC005954.4	0
AC006000.5	2
AC006003.3	0
AC006004.1	0
AC006007.1	0
AC006014.7	6
AC006014.8	1
AC006019.3	0
AC006019.4	0
AC006026.13	0
AC006037.2	0
AC006041.1	0
AC006042.6	2
AC006042.7	2
AC006042.8	0
AC006050.2	0
AC006076.1	0
AC006116.12	2
AC006116.17	1
AC006116.20	0
AC006116.21	0
AC006116.22	0
AC006126.3	0
AC006129.1	1
AC006129.2	0
AC006130.3	0
AC006130.4	0
AC006133.7	0
AC006145.4	0
AC006150.1	0
AC006153.3	0
AC006159.4	0
AC006159.5	0
AC006160.5	28
AC006262.10	0
AC006262.11	0
AC006262.4	3
AC006262.6	31
